label,chooser,min_score,ask_max,min_seconds_to_close,gate,current_target_pass,v21_target_pass,both_target_pass,both_wilson_pass,both_coverage_pass,nondegenerate,min_split_accuracy,min_all_accuracy,min_all_coverage,min_all_wilson,max_median_ask,current_all_base_markets,current_all_markets,current_all_wins,current_all_losses,current_all_accuracy,current_all_coverage,current_all_wilson95_lower,current_all_median_ask,current_all_ask_ge_95,current_all_ask_eq_100,current_all_median_seconds_to_close,current_train_base_markets,current_train_markets,current_train_wins,current_train_losses,current_train_accuracy,current_train_coverage,current_train_wilson95_lower,current_train_median_ask,current_train_ask_ge_95,current_train_ask_eq_100,current_train_median_seconds_to_close,current_validation_base_markets,current_validation_markets,current_validation_wins,current_validation_losses,current_validation_accuracy,current_validation_coverage,current_validation_wilson95_lower,current_validation_median_ask,current_validation_ask_ge_95,current_validation_ask_eq_100,current_validation_median_seconds_to_close,current_holdout_base_markets,current_holdout_markets,current_holdout_wins,current_holdout_losses,current_holdout_accuracy,current_holdout_coverage,current_holdout_wilson95_lower,current_holdout_median_ask,current_holdout_ask_ge_95,current_holdout_ask_eq_100,current_holdout_median_seconds_to_close,v21_all_base_markets,v21_all_markets,v21_all_wins,v21_all_losses,v21_all_accuracy,v21_all_coverage,v21_all_wilson95_lower,v21_all_median_ask,v21_all_ask_ge_95,v21_all_ask_eq_100,v21_all_median_seconds_to_close,v21_train_base_markets,v21_train_markets,v21_train_wins,v21_train_losses,v21_train_accuracy,v21_train_coverage,v21_train_wilson95_lower,v21_train_median_ask,v21_train_ask_ge_95,v21_train_ask_eq_100,v21_train_median_seconds_to_close,v21_validation_base_markets,v21_validation_markets,v21_validation_wins,v21_validation_losses,v21_validation_accuracy,v21_validation_coverage,v21_validation_wilson95_lower,v21_validation_median_ask,v21_validation_ask_ge_95,v21_validation_ask_eq_100,v21_validation_median_seconds_to_close,v21_holdout_base_markets,v21_holdout_markets,v21_holdout_wins,v21_holdout_losses,v21_holdout_accuracy,v21_holdout_coverage,v21_holdout_wilson95_lower,v21_holdout_median_ask,v21_holdout_ask_ge_95,v21_holdout_ask_eq_100,v21_holdout_median_seconds_to_close
choose=score_mean_book_rv15_drift5; score_mean_book_rv15_drift5>=0.5; ask<=100; sec_to_close>=60; margin_rv15>=0,score_mean_book_rv15_drift5,0.5,100.0,60.0,margin_rv15>=0,False,False,False,False,True,False,0.40625,0.5632911392405063,0.9937106918238994,0.4853613785141031,56.0,159,158,89,69,0.5632911392405063,0.9937106918238994,0.4853613785141031,56.0,0,0,859.4495,95,95,57,38,0.6,1.0,0.49945602855273474,57.0,0,0,860.111,32,32,13,19,0.40625,1.0,0.25519634842665434,55.5,0,0,858.5015,32,31,19,12,0.6129032258064516,0.96875,0.4382410861966073,54.0,0,0,859.584,221,220,137,83,0.6227272727272727,0.995475113122172,0.5570889798419726,55.0,0,0,862.3826325,132,132,83,49,0.6287878787878788,1.0,0.5438195913562374,55.0,0,0,862.339758,44,44,25,19,0.5681818181818182,1.0,0.4222414699362943,55.0,0,0,865.7666115,45,44,29,15,0.6590909090909091,0.9777777777777777,0.5113914121793824,55.0,0,0,860.162363
choose=score_mean_book_rv15_drift5; score_mean_book_rv15_drift5>=0.5; ask<=100; sec_to_close>=120; margin_rv15>=0,score_mean_book_rv15_drift5,0.5,100.0,120.0,margin_rv15>=0,False,False,False,False,True,False,0.40625,0.5632911392405063,0.9909502262443439,0.4853613785141031,56.0,159,158,89,69,0.5632911392405063,0.9937106918238994,0.4853613785141031,56.0,0,0,859.4495,95,95,57,38,0.6,1.0,0.49945602855273474,57.0,0,0,860.111,32,32,13,19,0.40625,1.0,0.25519634842665434,55.5,0,0,858.5015,32,31,19,12,0.6129032258064516,0.96875,0.4382410861966073,54.0,0,0,859.584,221,219,137,82,0.6255707762557078,0.9909502262443439,0.559825460441672,55.0,0,0,862.399798,132,131,83,48,0.6335877862595419,0.9924242424242424,0.5483679187154883,55.0,0,0,862.365467,44,44,25,19,0.5681818181818182,1.0,0.4222414699362943,55.0,0,0,865.7666115,45,44,29,15,0.6590909090909091,0.9777777777777777,0.5113914121793824,55.0,0,0,860.162363
choose=score_mean_book_rv15_drift5; score_mean_book_rv15_drift5>=0.6; ask<=95; sec_to_close>=0; margin_rv15>=0,score_mean_book_rv15_drift5,0.6,95.0,0.0,margin_rv15>=0,False,False,False,False,True,False,0.375,0.5849056603773585,1.0,0.5071960824972742,59.0,159,159,93,66,0.5849056603773585,1.0,0.5071960824972742,58.0,0,0,851.676,95,95,59,36,0.6210526315789474,1.0,0.5205939201961683,58.0,0,0,852.367,32,32,12,20,0.375,1.0,0.2293388730945421,59.5,0,0,837.494,32,32,22,10,0.6875,1.0,0.5143332169904459,59.5,0,0,853.8115,221,221,143,78,0.6470588235294118,1.0,0.5820313321960968,59.0,0,0,857.053162,132,132,86,46,0.6515151515151515,1.0,0.5669876431407519,59.0,0,0,857.8760615,44,44,24,20,0.5454545454545454,1.0,0.40066183198961974,58.0,0,0,839.928037,45,45,33,12,0.7333333333333333,1.0,0.5896116224686505,61.0,0,0,839.492965
choose=score_mean_book_rv15_drift5; score_mean_book_rv15_drift5>=0.6; ask<=100; sec_to_close>=0; margin_rv15>=0,score_mean_book_rv15_drift5,0.6,100.0,0.0,margin_rv15>=0,False,False,False,False,True,False,0.375,0.5849056603773585,1.0,0.5071960824972742,59.0,159,159,93,66,0.5849056603773585,1.0,0.5071960824972742,58.0,0,0,851.676,95,95,59,36,0.6210526315789474,1.0,0.5205939201961683,58.0,0,0,852.367,32,32,12,20,0.375,1.0,0.2293388730945421,59.5,0,0,837.494,32,32,22,10,0.6875,1.0,0.5143332169904459,59.5,0,0,853.8115,221,221,143,78,0.6470588235294118,1.0,0.5820313321960968,59.0,0,0,857.053162,132,132,86,46,0.6515151515151515,1.0,0.5669876431407519,59.0,0,0,857.8760615,44,44,24,20,0.5454545454545454,1.0,0.40066183198961974,58.0,0,0,839.928037,45,45,33,12,0.7333333333333333,1.0,0.5896116224686505,61.0,0,0,839.492965
choose=score_mean_book_rv15_drift5; score_mean_book_rv15_drift5>=0.6; ask<=90; sec_to_close>=0; margin_rv15>=0,score_mean_book_rv15_drift5,0.6,90.0,0.0,margin_rv15>=0,False,False,False,False,True,False,0.375,0.5849056603773585,0.995475113122172,0.5071960824972742,59.0,159,159,93,66,0.5849056603773585,1.0,0.5071960824972742,58.0,0,0,851.676,95,95,59,36,0.6210526315789474,1.0,0.5205939201961683,58.0,0,0,852.367,32,32,12,20,0.375,1.0,0.2293388730945421,59.5,0,0,837.494,32,32,22,10,0.6875,1.0,0.5143332169904459,59.5,0,0,853.8115,221,220,142,78,0.6454545454545455,0.995475113122172,0.5802405161055144,59.0,0,0,857.093611,132,131,85,46,0.648854961832061,0.9924242424242424,0.563936441087627,59.0,0,0,857.913972,44,44,24,20,0.5454545454545454,1.0,0.40066183198961974,58.0,0,0,839.928037,45,45,33,12,0.7333333333333333,1.0,0.5896116224686505,61.0,0,0,839.492965
choose=score_mean_book_rv15_drift5; score_mean_book_rv15_drift5>=0.6; ask<=100; sec_to_close>=60; margin_rv15>=0,score_mean_book_rv15_drift5,0.6,100.0,60.0,margin_rv15>=0,False,False,False,False,True,False,0.375,0.5822784810126582,0.9937106918238994,0.5043182073813559,59.0,159,158,92,66,0.5822784810126582,0.9937106918238994,0.5043182073813559,58.0,0,0,851.8445,95,95,59,36,0.6210526315789474,1.0,0.5205939201961683,58.0,0,0,852.367,32,32,12,20,0.375,1.0,0.2293388730945421,59.5,0,0,837.494,32,31,21,10,0.6774193548387096,0.96875,0.5014100930808564,58.0,0,0,854.109,221,220,142,78,0.6454545454545455,0.995475113122172,0.5802405161055144,59.0,0,0,857.093611,132,132,86,46,0.6515151515151515,1.0,0.5669876431407519,59.0,0,0,857.8760615,44,44,24,20,0.5454545454545454,1.0,0.40066183198961974,58.0,0,0,839.928037,45,44,32,12,0.7272727272727273,0.9777777777777777,0.581511269075488,61.0,0,0,839.5745645
choose=score_mean_book_rv15_drift5; score_mean_book_rv15_drift5>=0.6; ask<=100; sec_to_close>=120; margin_rv15>=0,score_mean_book_rv15_drift5,0.6,100.0,120.0,margin_rv15>=0,False,False,False,False,True,False,0.375,0.5822784810126582,0.9909502262443439,0.5043182073813559,59.0,159,158,92,66,0.5822784810126582,0.9937106918238994,0.5043182073813559,58.0,0,0,851.8445,95,95,59,36,0.6210526315789474,1.0,0.5205939201961683,58.0,0,0,852.367,32,32,12,20,0.375,1.0,0.2293388730945421,59.5,0,0,837.494,32,31,21,10,0.6774193548387096,0.96875,0.5014100930808564,58.0,0,0,854.109,221,219,142,77,0.6484018264840182,0.9909502262443439,0.5831018188812981,59.0,0,0,857.13406,132,131,86,45,0.6564885496183206,0.9924242424242424,0.5717533635235359,59.0,0,0,857.913972,44,44,24,20,0.5454545454545454,1.0,0.40066183198961974,58.0,0,0,839.928037,45,44,32,12,0.7272727272727273,0.9777777777777777,0.581511269075488,61.0,0,0,839.5745645
choose=score_mean_book_rv15_drift5; score_mean_book_rv15_drift5>=0.9; ask<=95; sec_to_close>=120,score_mean_book_rv15_drift5,0.9,95.0,120.0,none,False,False,False,False,False,True,0.9,0.9196428571428571,0.6561085972850679,0.8543044472628575,90.0,159,112,103,9,0.9196428571428571,0.7044025157232704,0.8543044472628575,90.0,10,0,467.784,95,64,59,5,0.921875,0.6736842105263158,0.8298046264583709,90.0,6,0,475.0765,32,23,21,2,0.9130434782608695,0.71875,0.7320401892425633,90.0,3,0,418.997,32,25,23,2,0.92,0.78125,0.750338910496047,90.0,1,0,469.038,221,145,134,11,0.9241379310344827,0.6561085972850679,0.8692683883248441,90.0,11,0,479.065553,132,84,78,6,0.9285714285714286,0.6363636363636364,0.8528043284375554,90.0,8,0,479.1601195,44,31,29,2,0.9354838709677419,0.7045454545454546,0.7928136326370187,91.0,3,0,479.046603,45,30,27,3,0.9,0.6666666666666666,0.7437891742081592,90.0,0,0,449.680719
choose=score_mean_book_rv15_drift5; score_mean_book_rv15_drift5>=0.9; ask<=95; sec_to_close>=120; adverse15<=10_or_margin_rv15>=0.5,score_mean_book_rv15_drift5,0.9,95.0,120.0,adverse15<=10_or_margin_rv15>=0.5,False,False,False,False,False,True,0.9,0.9196428571428571,0.6561085972850679,0.8543044472628575,90.0,159,112,103,9,0.9196428571428571,0.7044025157232704,0.8543044472628575,90.0,10,0,467.784,95,64,59,5,0.921875,0.6736842105263158,0.8298046264583709,90.0,6,0,475.0765,32,23,21,2,0.9130434782608695,0.71875,0.7320401892425633,90.0,3,0,418.997,32,25,23,2,0.92,0.78125,0.750338910496047,90.0,1,0,469.038,221,145,134,11,0.9241379310344827,0.6561085972850679,0.8692683883248441,90.0,11,0,479.065553,132,84,78,6,0.9285714285714286,0.6363636363636364,0.8528043284375554,90.0,8,0,479.1601195,44,31,29,2,0.9354838709677419,0.7045454545454546,0.7928136326370187,91.0,3,0,479.046603,45,30,27,3,0.9,0.6666666666666666,0.7437891742081592,90.0,0,0,449.680719
choose=score_mean_book_rv15_drift5; score_mean_book_rv15_drift5>=0.9; ask<=95; sec_to_close>=120; brownian15>=0.55_and_brownian30>=0.55,score_mean_book_rv15_drift5,0.9,95.0,120.0,brownian15>=0.55_and_brownian30>=0.55,False,False,False,False,False,True,0.9,0.9196428571428571,0.6561085972850679,0.8543044472628575,90.0,159,112,103,9,0.9196428571428571,0.7044025157232704,0.8543044472628575,90.0,10,0,467.784,95,64,59,5,0.921875,0.6736842105263158,0.8298046264583709,90.0,6,0,475.0765,32,23,21,2,0.9130434782608695,0.71875,0.7320401892425633,90.0,3,0,418.997,32,25,23,2,0.92,0.78125,0.750338910496047,90.0,1,0,469.038,221,145,134,11,0.9241379310344827,0.6561085972850679,0.8692683883248441,90.0,11,0,479.065553,132,84,78,6,0.9285714285714286,0.6363636363636364,0.8528043284375554,90.0,8,0,479.1601195,44,31,29,2,0.9354838709677419,0.7045454545454546,0.7928136326370187,91.0,3,0,479.046603,45,30,27,3,0.9,0.6666666666666666,0.7437891742081592,90.0,0,0,449.680719
choose=score_mean_book_rv15_drift5; score_mean_book_rv15_drift5>=0.9; ask<=95; sec_to_close>=120; spread<=4,score_mean_book_rv15_drift5,0.9,95.0,120.0,spread<=4,False,False,False,False,False,True,0.9,0.9196428571428571,0.6561085972850679,0.8543044472628575,90.0,159,112,103,9,0.9196428571428571,0.7044025157232704,0.8543044472628575,90.0,10,0,467.784,95,64,59,5,0.921875,0.6736842105263158,0.8298046264583709,90.0,6,0,475.0765,32,23,21,2,0.9130434782608695,0.71875,0.7320401892425633,90.0,3,0,418.997,32,25,23,2,0.92,0.78125,0.750338910496047,90.0,1,0,469.038,221,145,134,11,0.9241379310344827,0.6561085972850679,0.8692683883248441,90.0,11,0,479.065553,132,84,78,6,0.9285714285714286,0.6363636363636364,0.8528043284375554,90.0,8,0,479.1601195,44,31,29,2,0.9354838709677419,0.7045454545454546,0.7928136326370187,91.0,3,0,479.046603,45,30,27,3,0.9,0.6666666666666666,0.7437891742081592,90.0,0,0,449.680719
choose=score_mean_book_rv15_drift5; score_mean_book_rv15_drift5>=0.9; ask<=95; sec_to_close>=120; margin_rv15>=0,score_mean_book_rv15_drift5,0.9,95.0,120.0,margin_rv15>=0,False,False,False,False,False,True,0.9,0.9196428571428571,0.6561085972850679,0.8543044472628575,90.0,159,112,103,9,0.9196428571428571,0.7044025157232704,0.8543044472628575,90.0,10,0,467.784,95,64,59,5,0.921875,0.6736842105263158,0.8298046264583709,90.0,6,0,475.0765,32,23,21,2,0.9130434782608695,0.71875,0.7320401892425633,90.0,3,0,418.997,32,25,23,2,0.92,0.78125,0.750338910496047,90.0,1,0,469.038,221,145,134,11,0.9241379310344827,0.6561085972850679,0.8692683883248441,90.0,11,0,479.065553,132,84,78,6,0.9285714285714286,0.6363636363636364,0.8528043284375554,90.0,8,0,479.1601195,44,31,29,2,0.9354838709677419,0.7045454545454546,0.7928136326370187,91.0,3,0,479.046603,45,30,27,3,0.9,0.6666666666666666,0.7437891742081592,90.0,0,0,449.680719
choose=score_mean_book_rv15_drift5; score_mean_book_rv15_drift5>=0.9; ask<=90; sec_to_close>=60,score_mean_book_rv15_drift5,0.9,90.0,60.0,none,False,False,False,False,False,True,0.8823529411764706,0.9024390243902439,0.3665158371040724,0.819127942385788,88.0,159,82,74,8,0.9024390243902439,0.5157232704402516,0.819127942385788,88.0,0,0,511.91499999999996,95,46,41,5,0.8913043478260869,0.4842105263157895,0.7696217135574918,88.0,0,0,532.8679999999999,32,17,15,2,0.8823529411764706,0.53125,0.6566364940511412,88.0,0,0,462.825,32,19,18,1,0.9473684210526315,0.59375,0.753612688331012,88.0,0,0,503.392,221,81,75,6,0.9259259259259259,0.3665158371040724,0.8476712613403237,88.0,0,0,539.213971,132,47,43,4,0.9148936170212766,0.3560606060606061,0.8006846221303541,88.0,0,0,539.122381,44,16,16,0,1.0,0.36363636363636365,0.8063923194655636,89.0,0,0,569.3986964999999,45,18,16,2,0.8888888888888888,0.4,0.6720023486982118,88.0,0,0,509.3998475
choose=score_mean_book_rv15_drift5; score_mean_book_rv15_drift5>=0.9; ask<=90; sec_to_close>=60; adverse15<=10_or_margin_rv15>=0.5,score_mean_book_rv15_drift5,0.9,90.0,60.0,adverse15<=10_or_margin_rv15>=0.5,False,False,False,False,False,True,0.8823529411764706,0.9024390243902439,0.3665158371040724,0.819127942385788,88.0,159,82,74,8,0.9024390243902439,0.5157232704402516,0.819127942385788,88.0,0,0,511.91499999999996,95,46,41,5,0.8913043478260869,0.4842105263157895,0.7696217135574918,88.0,0,0,532.8679999999999,32,17,15,2,0.8823529411764706,0.53125,0.6566364940511412,88.0,0,0,462.825,32,19,18,1,0.9473684210526315,0.59375,0.753612688331012,88.0,0,0,503.392,221,81,75,6,0.9259259259259259,0.3665158371040724,0.8476712613403237,88.0,0,0,539.213971,132,47,43,4,0.9148936170212766,0.3560606060606061,0.8006846221303541,88.0,0,0,539.122381,44,16,16,0,1.0,0.36363636363636365,0.8063923194655636,89.0,0,0,569.3986964999999,45,18,16,2,0.8888888888888888,0.4,0.6720023486982118,88.0,0,0,509.3998475
choose=score_mean_book_rv15_drift5; score_mean_book_rv15_drift5>=0.9; ask<=90; sec_to_close>=60; brownian15>=0.55_and_brownian30>=0.55,score_mean_book_rv15_drift5,0.9,90.0,60.0,brownian15>=0.55_and_brownian30>=0.55,False,False,False,False,False,True,0.8823529411764706,0.9024390243902439,0.3665158371040724,0.819127942385788,88.0,159,82,74,8,0.9024390243902439,0.5157232704402516,0.819127942385788,88.0,0,0,511.91499999999996,95,46,41,5,0.8913043478260869,0.4842105263157895,0.7696217135574918,88.0,0,0,532.8679999999999,32,17,15,2,0.8823529411764706,0.53125,0.6566364940511412,88.0,0,0,462.825,32,19,18,1,0.9473684210526315,0.59375,0.753612688331012,88.0,0,0,503.392,221,81,75,6,0.9259259259259259,0.3665158371040724,0.8476712613403237,88.0,0,0,539.213971,132,47,43,4,0.9148936170212766,0.3560606060606061,0.8006846221303541,88.0,0,0,539.122381,44,16,16,0,1.0,0.36363636363636365,0.8063923194655636,89.0,0,0,569.3986964999999,45,18,16,2,0.8888888888888888,0.4,0.6720023486982118,88.0,0,0,509.3998475
choose=score_mean_book_rv15_drift5; score_mean_book_rv15_drift5>=0.9; ask<=90; sec_to_close>=60; spread<=4,score_mean_book_rv15_drift5,0.9,90.0,60.0,spread<=4,False,False,False,False,False,True,0.8823529411764706,0.9024390243902439,0.3665158371040724,0.819127942385788,88.0,159,82,74,8,0.9024390243902439,0.5157232704402516,0.819127942385788,88.0,0,0,511.91499999999996,95,46,41,5,0.8913043478260869,0.4842105263157895,0.7696217135574918,88.0,0,0,532.8679999999999,32,17,15,2,0.8823529411764706,0.53125,0.6566364940511412,88.0,0,0,462.825,32,19,18,1,0.9473684210526315,0.59375,0.753612688331012,88.0,0,0,503.392,221,81,75,6,0.9259259259259259,0.3665158371040724,0.8476712613403237,88.0,0,0,539.213971,132,47,43,4,0.9148936170212766,0.3560606060606061,0.8006846221303541,88.0,0,0,539.122381,44,16,16,0,1.0,0.36363636363636365,0.8063923194655636,89.0,0,0,569.3986964999999,45,18,16,2,0.8888888888888888,0.4,0.6720023486982118,88.0,0,0,509.3998475
choose=score_mean_book_rv15_drift5; score_mean_book_rv15_drift5>=0.9; ask<=90; sec_to_close>=60; margin_rv15>=0,score_mean_book_rv15_drift5,0.9,90.0,60.0,margin_rv15>=0,False,False,False,False,False,True,0.8823529411764706,0.9024390243902439,0.3665158371040724,0.819127942385788,88.0,159,82,74,8,0.9024390243902439,0.5157232704402516,0.819127942385788,88.0,0,0,511.91499999999996,95,46,41,5,0.8913043478260869,0.4842105263157895,0.7696217135574918,88.0,0,0,532.8679999999999,32,17,15,2,0.8823529411764706,0.53125,0.6566364940511412,88.0,0,0,462.825,32,19,18,1,0.9473684210526315,0.59375,0.753612688331012,88.0,0,0,503.392,221,81,75,6,0.9259259259259259,0.3665158371040724,0.8476712613403237,88.0,0,0,539.213971,132,47,43,4,0.9148936170212766,0.3560606060606061,0.8006846221303541,88.0,0,0,539.122381,44,16,16,0,1.0,0.36363636363636365,0.8063923194655636,89.0,0,0,569.3986964999999,45,18,16,2,0.8888888888888888,0.4,0.6720023486982118,88.0,0,0,509.3998475
choose=score_mean_book_rv15_drift5; score_mean_book_rv15_drift5>=0.9; ask<=90; sec_to_close>=120,score_mean_book_rv15_drift5,0.9,90.0,120.0,none,False,False,False,False,False,True,0.8823529411764706,0.9012345679012346,0.36199095022624433,0.8170349859835269,88.0,159,81,73,8,0.9012345679012346,0.5094339622641509,0.8170349859835269,88.0,0,0,514.713,95,45,40,5,0.8888888888888888,0.47368421052631576,0.7650090300423142,88.0,0,0,539.211,32,17,15,2,0.8823529411764706,0.53125,0.6566364940511412,88.0,0,0,462.825,32,19,18,1,0.9473684210526315,0.59375,0.753612688331012,88.0,0,0,503.392,221,80,74,6,0.925,0.36199095022624433,0.8458798391878072,88.0,0,0,539.2221435,132,46,42,4,0.9130434782608695,0.3484848484848485,0.7967533592588116,88.0,0,0,539.1763485,44,16,16,0,1.0,0.36363636363636365,0.8063923194655636,89.0,0,0,569.3986964999999,45,18,16,2,0.8888888888888888,0.4,0.6720023486982118,88.0,0,0,509.3998475
choose=score_mean_book_rv15_drift5; score_mean_book_rv15_drift5>=0.9; ask<=90; sec_to_close>=120; adverse15<=10_or_margin_rv15>=0.5,score_mean_book_rv15_drift5,0.9,90.0,120.0,adverse15<=10_or_margin_rv15>=0.5,False,False,False,False,False,True,0.8823529411764706,0.9012345679012346,0.36199095022624433,0.8170349859835269,88.0,159,81,73,8,0.9012345679012346,0.5094339622641509,0.8170349859835269,88.0,0,0,514.713,95,45,40,5,0.8888888888888888,0.47368421052631576,0.7650090300423142,88.0,0,0,539.211,32,17,15,2,0.8823529411764706,0.53125,0.6566364940511412,88.0,0,0,462.825,32,19,18,1,0.9473684210526315,0.59375,0.753612688331012,88.0,0,0,503.392,221,80,74,6,0.925,0.36199095022624433,0.8458798391878072,88.0,0,0,539.2221435,132,46,42,4,0.9130434782608695,0.3484848484848485,0.7967533592588116,88.0,0,0,539.1763485,44,16,16,0,1.0,0.36363636363636365,0.8063923194655636,89.0,0,0,569.3986964999999,45,18,16,2,0.8888888888888888,0.4,0.6720023486982118,88.0,0,0,509.3998475
choose=score_mean_book_rv15_drift5; score_mean_book_rv15_drift5>=0.9; ask<=90; sec_to_close>=120; brownian15>=0.55_and_brownian30>=0.55,score_mean_book_rv15_drift5,0.9,90.0,120.0,brownian15>=0.55_and_brownian30>=0.55,False,False,False,False,False,True,0.8823529411764706,0.9012345679012346,0.36199095022624433,0.8170349859835269,88.0,159,81,73,8,0.9012345679012346,0.5094339622641509,0.8170349859835269,88.0,0,0,514.713,95,45,40,5,0.8888888888888888,0.47368421052631576,0.7650090300423142,88.0,0,0,539.211,32,17,15,2,0.8823529411764706,0.53125,0.6566364940511412,88.0,0,0,462.825,32,19,18,1,0.9473684210526315,0.59375,0.753612688331012,88.0,0,0,503.392,221,80,74,6,0.925,0.36199095022624433,0.8458798391878072,88.0,0,0,539.2221435,132,46,42,4,0.9130434782608695,0.3484848484848485,0.7967533592588116,88.0,0,0,539.1763485,44,16,16,0,1.0,0.36363636363636365,0.8063923194655636,89.0,0,0,569.3986964999999,45,18,16,2,0.8888888888888888,0.4,0.6720023486982118,88.0,0,0,509.3998475
choose=score_mean_book_rv15_drift5; score_mean_book_rv15_drift5>=0.9; ask<=90; sec_to_close>=120; spread<=4,score_mean_book_rv15_drift5,0.9,90.0,120.0,spread<=4,False,False,False,False,False,True,0.8823529411764706,0.9012345679012346,0.36199095022624433,0.8170349859835269,88.0,159,81,73,8,0.9012345679012346,0.5094339622641509,0.8170349859835269,88.0,0,0,514.713,95,45,40,5,0.8888888888888888,0.47368421052631576,0.7650090300423142,88.0,0,0,539.211,32,17,15,2,0.8823529411764706,0.53125,0.6566364940511412,88.0,0,0,462.825,32,19,18,1,0.9473684210526315,0.59375,0.753612688331012,88.0,0,0,503.392,221,80,74,6,0.925,0.36199095022624433,0.8458798391878072,88.0,0,0,539.2221435,132,46,42,4,0.9130434782608695,0.3484848484848485,0.7967533592588116,88.0,0,0,539.1763485,44,16,16,0,1.0,0.36363636363636365,0.8063923194655636,89.0,0,0,569.3986964999999,45,18,16,2,0.8888888888888888,0.4,0.6720023486982118,88.0,0,0,509.3998475
choose=score_mean_book_rv15_drift5; score_mean_book_rv15_drift5>=0.9; ask<=90; sec_to_close>=120; margin_rv15>=0,score_mean_book_rv15_drift5,0.9,90.0,120.0,margin_rv15>=0,False,False,False,False,False,True,0.8823529411764706,0.9012345679012346,0.36199095022624433,0.8170349859835269,88.0,159,81,73,8,0.9012345679012346,0.5094339622641509,0.8170349859835269,88.0,0,0,514.713,95,45,40,5,0.8888888888888888,0.47368421052631576,0.7650090300423142,88.0,0,0,539.211,32,17,15,2,0.8823529411764706,0.53125,0.6566364940511412,88.0,0,0,462.825,32,19,18,1,0.9473684210526315,0.59375,0.753612688331012,88.0,0,0,503.392,221,80,74,6,0.925,0.36199095022624433,0.8458798391878072,88.0,0,0,539.2221435,132,46,42,4,0.9130434782608695,0.3484848484848485,0.7967533592588116,88.0,0,0,539.1763485,44,16,16,0,1.0,0.36363636363636365,0.8063923194655636,89.0,0,0,569.3986964999999,45,18,16,2,0.8888888888888888,0.4,0.6720023486982118,88.0,0,0,509.3998475
choose=score_min_book_rv15; score_min_book_rv15>=0.8; ask<=95; sec_to_close>=60,score_min_book_rv15,0.8,95.0,60.0,none,False,False,False,False,False,True,0.8620689655172413,0.8805970149253731,0.8099547511312217,0.8148288801717577,89.0,159,134,118,16,0.8805970149253731,0.8427672955974843,0.8148288801717577,88.0,10,0,473.071,95,79,69,10,0.8734177215189873,0.8315789473684211,0.7824364133349648,88.0,5,0,475.734,32,29,25,4,0.8620689655172413,0.90625,0.6944100627964797,88.0,4,0,408.034,32,26,24,2,0.9230769230769231,0.8125,0.7585844622837095,88.5,1,0,526.729,221,179,159,20,0.888268156424581,0.8099547511312217,0.8337241037909872,89.0,7,0,479.170424,132,104,92,12,0.8846153846153846,0.7878787878787878,0.809079503703942,89.0,3,0,479.131975,44,40,35,5,0.875,0.9090909090909091,0.7388788016114891,89.0,4,0,419.67332150000004,45,35,32,3,0.9142857142857143,0.7777777777777778,0.7762072603410349,88.0,0,0,479.493352
choose=score_min_book_rv15; score_min_book_rv15>=0.8; ask<=95; sec_to_close>=60; adverse15<=10_or_margin_rv15>=0.5,score_min_book_rv15,0.8,95.0,60.0,adverse15<=10_or_margin_rv15>=0.5,False,False,False,False,False,True,0.8620689655172413,0.8805970149253731,0.8099547511312217,0.8148288801717577,89.0,159,134,118,16,0.8805970149253731,0.8427672955974843,0.8148288801717577,88.0,10,0,473.071,95,79,69,10,0.8734177215189873,0.8315789473684211,0.7824364133349648,88.0,5,0,475.734,32,29,25,4,0.8620689655172413,0.90625,0.6944100627964797,88.0,4,0,408.034,32,26,24,2,0.9230769230769231,0.8125,0.7585844622837095,88.5,1,0,526.729,221,179,159,20,0.888268156424581,0.8099547511312217,0.8337241037909872,89.0,7,0,479.170424,132,104,92,12,0.8846153846153846,0.7878787878787878,0.809079503703942,89.0,3,0,479.131975,44,40,35,5,0.875,0.9090909090909091,0.7388788016114891,89.0,4,0,419.67332150000004,45,35,32,3,0.9142857142857143,0.7777777777777778,0.7762072603410349,88.0,0,0,479.493352
choose=score_min_book_rv15; score_min_book_rv15>=0.8; ask<=95; sec_to_close>=60; brownian15>=0.55_and_brownian30>=0.55,score_min_book_rv15,0.8,95.0,60.0,brownian15>=0.55_and_brownian30>=0.55,False,False,False,False,False,True,0.8620689655172413,0.8805970149253731,0.8099547511312217,0.8148288801717577,89.0,159,134,118,16,0.8805970149253731,0.8427672955974843,0.8148288801717577,88.0,10,0,473.071,95,79,69,10,0.8734177215189873,0.8315789473684211,0.7824364133349648,88.0,5,0,475.734,32,29,25,4,0.8620689655172413,0.90625,0.6944100627964797,88.0,4,0,408.034,32,26,24,2,0.9230769230769231,0.8125,0.7585844622837095,88.5,1,0,526.729,221,179,159,20,0.888268156424581,0.8099547511312217,0.8337241037909872,89.0,7,0,479.170424,132,104,92,12,0.8846153846153846,0.7878787878787878,0.809079503703942,89.0,3,0,479.131975,44,40,35,5,0.875,0.9090909090909091,0.7388788016114891,89.0,4,0,419.67332150000004,45,35,32,3,0.9142857142857143,0.7777777777777778,0.7762072603410349,88.0,0,0,479.493352
