policy,base_name,label,current_all_net_pnl_cents,v21_all_net_pnl_cents,combined_all_net_pnl_cents,combined_oos_net_pnl_cents,min_split_coverage,current_all_accuracy,v21_all_accuracy,current_touch_preempts,v21_touch_preempts,all_splits_positive,oos_positive,min_positive_block_rate,worst_block_net_cents,strict_pass
p80_ask90_sec0_baseline,p80_ask90_sec0,choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0,117.0,348.0,465.0,299.0,0.8181818181818182,0.8562091503267973,0.8797814207650273,0,0,False,False,0.5,-210.0,False
p80_ask90_sec0_touch_preempt_book0.85_touch0.4_ask70_age900,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.85, touch>=0.4, touch_ask<=70, age<=900s",-6130.0,-3139.0,-9269.0,-3363.0,0.8181818181818182,0.5098039215686274,0.5901639344262295,146,67,False,False,0.038461538461538464,-714.0,False
p80_ask95_sec120_touch_preempt_book0.9_touch0.35_ask55_age300,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.9, touch>=0.35, touch_ask<=55, age<=300s",-6875.0,-2194.0,-9069.0,-3388.0,0.8409090909090909,0.4738562091503268,0.6614583333333334,147,57,False,False,0.038461538461538464,-799.0,False
p80_ask95_sec120_touch_preempt_book0.9_touch0.4_ask55_age300,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.9, touch>=0.4, touch_ask<=55, age<=300s",-6875.0,-2194.0,-9069.0,-3388.0,0.8409090909090909,0.4738562091503268,0.6614583333333334,147,57,False,False,0.038461538461538464,-799.0,False
p80_ask95_sec120_touch_preempt_book1_touch0.45_ask60_age600,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=1, touch>=0.45, touch_ask<=60, age<=600s",-6401.0,-2924.0,-9325.0,-3395.0,0.8409090909090909,0.5032679738562091,0.6041666666666666,146,74,False,False,0.0,-946.0,False
p80_ask95_sec120_touch_preempt_book1_touch0.45_ask60_age900,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=1, touch>=0.45, touch_ask<=60, age<=900s",-6336.0,-2987.0,-9323.0,-3458.0,0.8409090909090909,0.5032679738562091,0.5989583333333334,148,75,False,False,0.0,-946.0,False
p80_ask95_sec120_touch_preempt_book0.9_touch0.45_ask70_age900,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.9, touch>=0.45, touch_ask<=70, age<=900s",-6807.0,-3398.0,-10205.0,-3520.0,0.8409090909090909,0.49673202614379086,0.5885416666666666,150,77,False,False,0.0,-1130.0,False
p80_ask95_sec120_touch_preempt_book0.9_touch0.45_ask70_age600,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.9, touch>=0.45, touch_ask<=70, age<=600s",-6872.0,-3398.0,-10270.0,-3520.0,0.8409090909090909,0.49673202614379086,0.5885416666666666,148,77,False,False,0.0,-1130.0,False
p80_ask95_sec120_touch_preempt_book1_touch0.35_ask55_age300,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=1, touch>=0.35, touch_ask<=55, age<=300s",-6822.0,-2740.0,-9562.0,-3564.0,0.8409090909090909,0.4673202614379085,0.6145833333333334,153,66,False,False,0.038461538461538464,-657.0,False
p80_ask95_sec120_touch_preempt_book1_touch0.4_ask55_age300,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=1, touch>=0.4, touch_ask<=55, age<=300s",-6822.0,-2740.0,-9562.0,-3564.0,0.8409090909090909,0.4673202614379085,0.6145833333333334,153,66,False,False,0.038461538461538464,-657.0,False
p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask55_age300,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.9, touch>=0.35, touch_ask<=55, age<=300s",-6795.0,-2281.0,-9076.0,-3590.0,0.8181818181818182,0.4673202614379085,0.6338797814207651,153,59,False,False,0.038461538461538464,-677.0,False
p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age300,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.9, touch>=0.4, touch_ask<=55, age<=300s",-6795.0,-2281.0,-9076.0,-3590.0,0.8181818181818182,0.4673202614379085,0.6338797814207651,153,59,False,False,0.038461538461538464,-677.0,False
p80_ask90_sec0_touch_preempt_book1_touch0.35_ask55_age300,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=1, touch>=0.35, touch_ask<=55, age<=300s",-6795.0,-2281.0,-9076.0,-3590.0,0.8181818181818182,0.4673202614379085,0.6338797814207651,153,59,False,False,0.038461538461538464,-677.0,False
p80_ask90_sec0_touch_preempt_book1_touch0.4_ask55_age300,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=1, touch>=0.4, touch_ask<=55, age<=300s",-6795.0,-2281.0,-9076.0,-3590.0,0.8181818181818182,0.4673202614379085,0.6338797814207651,153,59,False,False,0.038461538461538464,-677.0,False
p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask60_age300,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.9, touch>=0.35, touch_ask<=60, age<=300s",-6735.0,-3257.0,-9992.0,-3644.0,0.8181818181818182,0.46078431372549017,0.546448087431694,167,83,False,False,0.038461538461538464,-813.0,False
p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age300,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.9, touch>=0.4, touch_ask<=60, age<=300s",-6735.0,-3257.0,-9992.0,-3644.0,0.8181818181818182,0.46078431372549017,0.546448087431694,167,83,False,False,0.038461538461538464,-813.0,False
p80_ask90_sec0_touch_preempt_book1_touch0.35_ask60_age300,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=1, touch>=0.35, touch_ask<=60, age<=300s",-6735.0,-3257.0,-9992.0,-3644.0,0.8181818181818182,0.46078431372549017,0.546448087431694,167,83,False,False,0.038461538461538464,-813.0,False
p80_ask90_sec0_touch_preempt_book1_touch0.4_ask60_age300,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=1, touch>=0.4, touch_ask<=60, age<=300s",-6735.0,-3257.0,-9992.0,-3644.0,0.8181818181818182,0.46078431372549017,0.546448087431694,167,83,False,False,0.038461538461538464,-813.0,False
p80_ask95_sec120_touch_preempt_book0.9_touch0.35_ask60_age300,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.9, touch>=0.35, touch_ask<=60, age<=300s",-6738.0,-3274.0,-10012.0,-3692.0,0.8409090909090909,0.47058823529411764,0.578125,160,77,False,False,0.038461538461538464,-960.0,False
p80_ask95_sec120_touch_preempt_book0.9_touch0.4_ask60_age300,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.9, touch>=0.4, touch_ask<=60, age<=300s",-6738.0,-3274.0,-10012.0,-3692.0,0.8409090909090909,0.47058823529411764,0.578125,160,77,False,False,0.038461538461538464,-960.0,False
p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age900,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.9, touch>=0.45, touch_ask<=70, age<=900s",-6989.0,-3575.0,-10564.0,-3732.0,0.8181818181818182,0.4803921568627451,0.546448087431694,159,85,False,False,0.038461538461538464,-992.0,False
p80_ask90_sec0_touch_preempt_book1_touch0.45_ask70_age900,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=1, touch>=0.45, touch_ask<=70, age<=900s",-6989.0,-3575.0,-10564.0,-3732.0,0.8181818181818182,0.4803921568627451,0.546448087431694,159,85,False,False,0.038461538461538464,-992.0,False
p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age600,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.9, touch>=0.45, touch_ask<=70, age<=600s",-7054.0,-3575.0,-10629.0,-3732.0,0.8181818181818182,0.4803921568627451,0.546448087431694,157,85,False,False,0.038461538461538464,-992.0,False
p80_ask90_sec0_touch_preempt_book1_touch0.45_ask70_age600,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=1, touch>=0.45, touch_ask<=70, age<=600s",-7054.0,-3575.0,-10629.0,-3732.0,0.8181818181818182,0.4803921568627451,0.546448087431694,157,85,False,False,0.038461538461538464,-992.0,False
p80_ask95_sec120_touch_preempt_book1_touch0.35_ask60_age300,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=1, touch>=0.35, touch_ask<=60, age<=300s",-6755.0,-3820.0,-10575.0,-3797.0,0.8409090909090909,0.46078431372549017,0.5260416666666666,167,89,False,False,0.038461538461538464,-818.0,False
p80_ask95_sec120_touch_preempt_book1_touch0.4_ask60_age300,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=1, touch>=0.4, touch_ask<=60, age<=300s",-6755.0,-3820.0,-10575.0,-3797.0,0.8409090909090909,0.46078431372549017,0.5260416666666666,167,89,False,False,0.038461538461538464,-818.0,False
p80_ask95_sec120_touch_preempt_book1_touch0.45_ask70_age600,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=1, touch>=0.45, touch_ask<=70, age<=600s",-6945.0,-3740.0,-10685.0,-3853.0,0.8409090909090909,0.4869281045751634,0.5520833333333334,155,88,False,False,0.0,-988.0,False
p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age300,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.9, touch>=0.35, touch_ask<=70, age<=300s",-6819.0,-3852.0,-10671.0,-3868.0,0.8181818181818182,0.46078431372549017,0.5081967213114754,167,90,False,False,0.038461538461538464,-825.0,False
p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age300,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.9, touch>=0.4, touch_ask<=70, age<=300s",-6819.0,-3852.0,-10671.0,-3868.0,0.8181818181818182,0.46078431372549017,0.5081967213114754,167,90,False,False,0.038461538461538464,-825.0,False
p80_ask90_sec0_touch_preempt_book1_touch0.35_ask70_age300,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=1, touch>=0.35, touch_ask<=70, age<=300s",-6819.0,-3852.0,-10671.0,-3868.0,0.8181818181818182,0.46078431372549017,0.5081967213114754,167,90,False,False,0.038461538461538464,-825.0,False
p80_ask90_sec0_touch_preempt_book1_touch0.4_ask70_age300,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=1, touch>=0.4, touch_ask<=70, age<=300s",-6819.0,-3852.0,-10671.0,-3868.0,0.8181818181818182,0.46078431372549017,0.5081967213114754,167,90,False,False,0.038461538461538464,-825.0,False
p80_ask95_sec120_touch_preempt_book0.9_touch0.35_ask70_age300,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.9, touch>=0.35, touch_ask<=70, age<=300s",-6813.0,-3854.0,-10667.0,-3906.0,0.8409090909090909,0.47058823529411764,0.5416666666666666,160,84,False,False,0.038461538461538464,-972.0,False
p80_ask95_sec120_touch_preempt_book0.9_touch0.4_ask70_age300,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.9, touch>=0.4, touch_ask<=70, age<=300s",-6813.0,-3854.0,-10667.0,-3906.0,0.8409090909090909,0.47058823529411764,0.5416666666666666,160,84,False,False,0.038461538461538464,-972.0,False
p80_ask95_sec120_touch_preempt_book1_touch0.45_ask70_age900,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=1, touch>=0.45, touch_ask<=70, age<=900s",-6880.0,-3803.0,-10683.0,-3916.0,0.8409090909090909,0.4869281045751634,0.546875,157,89,False,False,0.0,-988.0,False
p80_ask95_sec120_touch_preempt_book1_touch0.35_ask70_age300,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=1, touch>=0.35, touch_ask<=70, age<=300s",-6847.0,-4401.0,-11248.0,-4012.0,0.8409090909090909,0.46078431372549017,0.4895833333333333,167,96,False,False,0.038461538461538464,-833.0,False
p80_ask95_sec120_touch_preempt_book1_touch0.4_ask70_age300,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=1, touch>=0.4, touch_ask<=70, age<=300s",-6847.0,-4401.0,-11248.0,-4012.0,0.8409090909090909,0.46078431372549017,0.4895833333333333,167,96,False,False,0.038461538461538464,-833.0,False
p80_ask95_sec120_touch_preempt_book0.9_touch0.35_ask55_age900,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.9, touch>=0.35, touch_ask<=55, age<=900s",-7333.0,-3215.0,-10548.0,-4140.0,0.8409090909090909,0.4215686274509804,0.5625,181,84,False,False,0.0,-999.0,False
p80_ask95_sec120_touch_preempt_book0.9_touch0.4_ask55_age900,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.9, touch>=0.4, touch_ask<=55, age<=900s",-7333.0,-3215.0,-10548.0,-4140.0,0.8409090909090909,0.4215686274509804,0.5625,181,84,False,False,0.0,-999.0,False
p80_ask95_sec120_touch_preempt_book0.9_touch0.35_ask55_age600,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.9, touch>=0.35, touch_ask<=55, age<=600s",-7333.0,-3420.0,-10753.0,-4140.0,0.8409090909090909,0.4215686274509804,0.5572916666666666,181,81,False,False,0.0,-999.0,False
p80_ask95_sec120_touch_preempt_book0.9_touch0.4_ask55_age600,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.9, touch>=0.4, touch_ask<=55, age<=600s",-7333.0,-3420.0,-10753.0,-4140.0,0.8409090909090909,0.4215686274509804,0.5572916666666666,181,81,False,False,0.0,-999.0,False
p80_ask95_sec120_touch_preempt_book1_touch0.35_ask55_age900,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=1, touch>=0.35, touch_ask<=55, age<=900s",-7343.0,-3726.0,-11069.0,-4281.0,0.8409090909090909,0.4117647058823529,0.5052083333333334,188,99,False,False,0.0,-857.0,False
p80_ask95_sec120_touch_preempt_book1_touch0.4_ask55_age900,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=1, touch>=0.4, touch_ask<=55, age<=900s",-7343.0,-3726.0,-11069.0,-4281.0,0.8409090909090909,0.4117647058823529,0.5052083333333334,188,99,False,False,0.0,-857.0,False
p80_ask95_sec120_touch_preempt_book1_touch0.35_ask55_age600,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=1, touch>=0.35, touch_ask<=55, age<=600s",-7343.0,-3931.0,-11274.0,-4281.0,0.8409090909090909,0.4117647058823529,0.5,188,96,False,False,0.0,-857.0,False
p80_ask95_sec120_touch_preempt_book1_touch0.4_ask55_age600,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=1, touch>=0.4, touch_ask<=55, age<=600s",-7343.0,-3931.0,-11274.0,-4281.0,0.8409090909090909,0.4117647058823529,0.5,188,96,False,False,0.0,-857.0,False
p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask55_age900,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.9, touch>=0.35, touch_ask<=55, age<=900s",-7452.0,-3574.0,-11026.0,-4408.0,0.8181818181818182,0.40522875816993464,0.5027322404371585,190,93,False,False,0.038461538461538464,-852.0,False
p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age900,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.9, touch>=0.4, touch_ask<=55, age<=900s",-7452.0,-3574.0,-11026.0,-4408.0,0.8181818181818182,0.40522875816993464,0.5027322404371585,190,93,False,False,0.038461538461538464,-852.0,False
p80_ask90_sec0_touch_preempt_book1_touch0.35_ask55_age900,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=1, touch>=0.35, touch_ask<=55, age<=900s",-7452.0,-3574.0,-11026.0,-4408.0,0.8181818181818182,0.40522875816993464,0.5027322404371585,190,93,False,False,0.038461538461538464,-852.0,False
p80_ask90_sec0_touch_preempt_book1_touch0.4_ask55_age900,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=1, touch>=0.4, touch_ask<=55, age<=900s",-7452.0,-3574.0,-11026.0,-4408.0,0.8181818181818182,0.40522875816993464,0.5027322404371585,190,93,False,False,0.038461538461538464,-852.0,False
p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask55_age600,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.9, touch>=0.35, touch_ask<=55, age<=600s",-7452.0,-3638.0,-11090.0,-4408.0,0.8181818181818182,0.40522875816993464,0.5081967213114754,190,88,False,False,0.038461538461538464,-852.0,False
p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age600,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.9, touch>=0.4, touch_ask<=55, age<=600s",-7452.0,-3638.0,-11090.0,-4408.0,0.8181818181818182,0.40522875816993464,0.5081967213114754,190,88,False,False,0.038461538461538464,-852.0,False
p80_ask90_sec0_touch_preempt_book1_touch0.35_ask55_age600,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=1, touch>=0.35, touch_ask<=55, age<=600s",-7452.0,-3638.0,-11090.0,-4408.0,0.8181818181818182,0.40522875816993464,0.5081967213114754,190,88,False,False,0.038461538461538464,-852.0,False
p80_ask90_sec0_touch_preempt_book1_touch0.4_ask55_age600,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=1, touch>=0.4, touch_ask<=55, age<=600s",-7452.0,-3638.0,-11090.0,-4408.0,0.8181818181818182,0.40522875816993464,0.5081967213114754,190,88,False,False,0.038461538461538464,-852.0,False
p80_ask95_sec120_touch_preempt_book0.9_touch0.35_ask60_age900,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.9, touch>=0.35, touch_ask<=60, age<=900s",-7679.0,-4352.0,-12031.0,-4472.0,0.8409090909090909,0.4084967320261438,0.484375,189,101,False,False,0.038461538461538464,-1091.0,False
p80_ask95_sec120_touch_preempt_book0.9_touch0.4_ask60_age900,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.9, touch>=0.4, touch_ask<=60, age<=900s",-7679.0,-4352.0,-12031.0,-4472.0,0.8409090909090909,0.4084967320261438,0.484375,189,101,False,False,0.038461538461538464,-1091.0,False
p80_ask95_sec120_touch_preempt_book0.9_touch0.35_ask60_age600,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.9, touch>=0.35, touch_ask<=60, age<=600s",-7679.0,-4492.0,-12171.0,-4472.0,0.8409090909090909,0.4084967320261438,0.4791666666666667,189,100,False,False,0.038461538461538464,-1091.0,False
p80_ask95_sec120_touch_preempt_book0.9_touch0.4_ask60_age600,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.9, touch>=0.4, touch_ask<=60, age<=600s",-7679.0,-4492.0,-12171.0,-4472.0,0.8409090909090909,0.4084967320261438,0.4791666666666667,189,100,False,False,0.038461538461538464,-1091.0,False
p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask60_age900,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.9, touch>=0.35, touch_ask<=60, age<=900s",-7808.0,-4600.0,-12408.0,-4624.0,0.8181818181818182,0.39215686274509803,0.4262295081967213,198,111,False,False,0.038461538461538464,-944.0,False
p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age900,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.9, touch>=0.4, touch_ask<=60, age<=900s",-7808.0,-4600.0,-12408.0,-4624.0,0.8181818181818182,0.39215686274509803,0.4262295081967213,198,111,False,False,0.038461538461538464,-944.0,False
p80_ask90_sec0_touch_preempt_book1_touch0.35_ask60_age900,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=1, touch>=0.35, touch_ask<=60, age<=900s",-7808.0,-4600.0,-12408.0,-4624.0,0.8181818181818182,0.39215686274509803,0.4262295081967213,198,111,False,False,0.038461538461538464,-944.0,False
p80_ask90_sec0_touch_preempt_book1_touch0.4_ask60_age900,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=1, touch>=0.4, touch_ask<=60, age<=900s",-7808.0,-4600.0,-12408.0,-4624.0,0.8181818181818182,0.39215686274509803,0.4262295081967213,198,111,False,False,0.038461538461538464,-944.0,False
p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask60_age600,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.9, touch>=0.35, touch_ask<=60, age<=600s",-7808.0,-4740.0,-12548.0,-4624.0,0.8181818181818182,0.39215686274509803,0.4207650273224044,198,110,False,False,0.038461538461538464,-944.0,False
p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age600,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.9, touch>=0.4, touch_ask<=60, age<=600s",-7808.0,-4740.0,-12548.0,-4624.0,0.8181818181818182,0.39215686274509803,0.4207650273224044,198,110,False,False,0.038461538461538464,-944.0,False
p80_ask90_sec0_touch_preempt_book1_touch0.35_ask60_age600,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=1, touch>=0.35, touch_ask<=60, age<=600s",-7808.0,-4740.0,-12548.0,-4624.0,0.8181818181818182,0.39215686274509803,0.4207650273224044,198,110,False,False,0.038461538461538464,-944.0,False
p80_ask90_sec0_touch_preempt_book1_touch0.4_ask60_age600,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=1, touch>=0.4, touch_ask<=60, age<=600s",-7808.0,-4740.0,-12548.0,-4624.0,0.8181818181818182,0.39215686274509803,0.4207650273224044,198,110,False,False,0.038461538461538464,-944.0,False
p80_ask95_sec120_touch_preempt_book0.9_touch0.35_ask70_age600,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.9, touch>=0.35, touch_ask<=70, age<=600s",-7857.0,-4692.0,-12549.0,-4643.0,0.8409090909090909,0.40522875816993464,0.46875,190,104,False,False,0.038461538461538464,-1103.0,False
p80_ask95_sec120_touch_preempt_book0.9_touch0.35_ask70_age900,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.9, touch>=0.35, touch_ask<=70, age<=900s",-7857.0,-4692.0,-12549.0,-4643.0,0.8409090909090909,0.40522875816993464,0.46875,190,104,False,False,0.038461538461538464,-1103.0,False
p80_ask95_sec120_touch_preempt_book0.9_touch0.4_ask70_age600,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.9, touch>=0.4, touch_ask<=70, age<=600s",-7857.0,-4692.0,-12549.0,-4643.0,0.8409090909090909,0.40522875816993464,0.46875,190,104,False,False,0.038461538461538464,-1103.0,False
p80_ask95_sec120_touch_preempt_book0.9_touch0.4_ask70_age900,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.9, touch>=0.4, touch_ask<=70, age<=900s",-7857.0,-4692.0,-12549.0,-4643.0,0.8409090909090909,0.40522875816993464,0.46875,190,104,False,False,0.038461538461538464,-1103.0,False
p80_ask95_sec120_touch_preempt_book1_touch0.35_ask60_age600,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=1, touch>=0.35, touch_ask<=60, age<=600s",-7759.0,-5014.0,-12773.0,-4690.0,0.8409090909090909,0.3954248366013072,0.4166666666666667,197,118,False,False,0.038461538461538464,-949.0,False
p80_ask95_sec120_touch_preempt_book1_touch0.4_ask60_age600,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=1, touch>=0.4, touch_ask<=60, age<=600s",-7759.0,-5014.0,-12773.0,-4690.0,0.8409090909090909,0.3954248366013072,0.4166666666666667,197,118,False,False,0.038461538461538464,-949.0,False
